Crime Latitude,Crime Longitude,Borough,Crime Type,Severity,Time of Crime,Time of Suspect Apprehension,Apprehension Location
51.507626,-0.071962,Tower Hamlets,Public order,Medium,2024-09-27 07:28:00,2024-09-28 18:28:00,"(51.506267, -0.115914)"
51.52918,-0.079675,Tower Hamlets,Theft,Low,2024-05-18 01:01:00,2024-05-18 21:01:00,"(51.484945, -0.07341)"
51.480838,-0.09073,Hackney,Burglary,Medium,2024-12-20 01:08:00,2024-12-21 20:08:00,"(51.511049, -0.070739)"
51.511488,-0.110156,Westminster,Theft,Low,2024-01-02 13:29:00,2024-01-03 03:29:00,"(51.512013, -0.087404)"
51.489433,-0.092193,Islington,Robbery,High,2024-01-07 05:34:00,2024-01-07 15:34:00,"(51.508541, -0.107833)"
51.490818,-0.087259,Islington,Public order,Medium,2024-12-27 07:28:00,2024-12-29 00:28:00,"(51.514904, -0.080193)"
51.521696,-0.075884,Hackney,Shoplifting,Low,2024-11-20 10:38:00,2024-11-22 07:38:00,"(51.516399, -0.094348)"
51.529739,-0.079248,Southwark,Burglary,Medium,2024-11-20 01:08:00,2024-11-20 08:08:00,"(51.492417, -0.070682)"
51.529604,-0.089646,Islington,Shoplifting,Low,2024-10-19 13:03:00,2024-10-20 06:03:00,"(51.489084, -0.100101)"
51.481947,-0.118045,Southwark,Bicycle theft,Low,2024-03-27 03:30:00,2024-03-28 07:30:00,"(51.492022, -0.097995)"
51.485642,-0.115588,Westminster,Public order,Medium,2024-02-15 16:15:00,2024-02-16 10:15:00,"(51.521403, -0.093385)"
51.518078,-0.109671,Southwark,Violence and sexual offences,High,2024-11-15 00:42:00,2024-11-15 17:42:00,"(51.499101, -0.086302)"
51.527053,-0.119864,Southwark,Violence and sexual offences,High,2024-08-07 19:45:00,2024-08-09 19:45:00,"(51.492992, -0.073878)"
51.506496,-0.113549,Hackney,Theft,Low,2024-11-14 21:13:00,2024-11-15 23:13:00,"(51.503301, -0.095659)"
51.505193,-0.097121,Southwark,Burglary,Medium,2024-11-01 18:56:00,2024-11-03 02:56:00,"(51.515293, -0.082283)"
51.527449,-0.107928,Camden,Theft,Low,2024-11-01 08:15:00,2024-11-02 12:15:00,"(51.521625, -0.106077)"
51.499334,-0.076251,Tower Hamlets,Violence and sexual offences,High,2024-03-12 06:46:00,2024-03-12 15:46:00,"(51.527776, -0.084967)"
51.48706,-0.099083,City of London,Theft,Low,2024-04-20 15:54:00,2024-04-20 21:54:00,"(51.483047, -0.110633)"
51.517171,-0.091848,Hackney,Violence and sexual offences,High,2024-08-15 15:10:00,2024-08-17 12:10:00,"(51.515661, -0.090281)"
51.510025,-0.100426,Islington,Public order,Medium,2024-11-06 02:07:00,2024-11-07 02:07:00,"(51.497173, -0.074015)"
51.504365,-0.087356,Camden,Violence and sexual offences,High,2024-03-09 14:26:00,2024-03-11 08:26:00,"(51.498572, -0.097085)"
51.525688,-0.110241,Westminster,Shoplifting,Low,2024-07-24 11:58:00,2024-07-26 04:58:00,"(51.495846, -0.11334)"
51.525436,-0.070163,Islington,Theft,Low,2024-10-12 06:53:00,2024-10-13 06:53:00,"(51.49808, -0.110026)"
51.504338,-0.103027,Tower Hamlets,Violence and sexual offences,High,2024-09-26 14:19:00,2024-09-27 09:19:00,"(51.525774, -0.100948)"
51.520683,-0.099674,Tower Hamlets,Drugs,Medium,2024-08-06 03:51:00,2024-08-06 08:51:00,"(51.484394, -0.095554)"
51.505605,-0.07158,Westminster,Theft,Low,2024-10-11 07:21:00,2024-10-13 03:21:00,"(51.511568, -0.075932)"
51.481488,-0.114734,Hackney,Robbery,High,2024-07-13 21:31:00,2024-07-14 01:31:00,"(51.484557, -0.084325)"
51.495158,-0.074415,Southwark,Violence and sexual offences,High,2024-04-05 12:11:00,2024-04-06 09:11:00,"(51.514588, -0.093826)"
51.498025,-0.112438,Southwark,Public order,Medium,2024-02-10 15:12:00,2024-02-11 02:12:00,"(51.49379, -0.071875)"
51.527331,-0.109979,Camden,Theft,Low,2024-03-06 04:31:00,2024-03-07 00:31:00,"(51.482107, -0.100506)"
51.504602,-0.082147,Camden,Public order,Medium,2024-12-11 02:07:00,2024-12-12 18:07:00,"(51.509358, -0.080499)"
51.49283,-0.104312,Camden,Bicycle theft,Low,2024-11-25 19:48:00,2024-11-26 15:48:00,"(51.481694, -0.07068)"
51.492658,-0.101857,Hackney,Violence and sexual offences,High,2024-09-10 23:08:00,2024-09-12 05:08:00,"(51.519634, -0.083254)"
51.51822,-0.117941,Camden,Bicycle theft,Low,2024-12-03 23:45:00,2024-12-04 18:45:00,"(51.501426, -0.101663)"
51.498782,-0.10441,Tower Hamlets,Burglary,Medium,2024-01-08 08:28:00,2024-01-10 00:28:00,"(51.506072, -0.109874)"
51.508854,-0.104283,City of London,Robbery,High,2024-02-19 04:29:00,2024-02-19 21:29:00,"(51.483573, -0.077677)"
51.513982,-0.083363,Camden,Robbery,High,2024-03-14 23:28:00,2024-03-15 22:28:00,"(51.493943, -0.086559)"
51.489552,-0.092764,Camden,Drugs,Medium,2024-07-06 16:56:00,2024-07-06 19:56:00,"(51.48329, -0.072642)"
51.524978,-0.090531,Islington,Theft,Low,2024-10-12 16:11:00,2024-10-14 05:11:00,"(51.499873, -0.117648)"
51.487593,-0.078576,Islington,Burglary,Medium,2024-12-19 19:17:00,2024-12-21 05:17:00,"(51.527639, -0.091714)"
51.494322,-0.109348,City of London,Violence and sexual offences,High,2024-01-09 07:33:00,2024-01-11 01:33:00,"(51.496217, -0.074579)"
51.491853,-0.078346,Islington,Theft,Low,2024-12-01 02:23:00,2024-12-02 20:23:00,"(51.509133, -0.075319)"
51.485761,-0.109684,Islington,Burglary,Medium,2024-01-20 08:03:00,2024-01-21 19:03:00,"(51.510793, -0.089928)"
51.491175,-0.10445,Westminster,Robbery,High,2024-07-28 07:35:00,2024-07-29 17:35:00,"(51.521391, -0.105689)"
51.498389,-0.08134,Southwark,Burglary,Medium,2024-10-06 13:38:00,2024-10-07 18:38:00,"(51.494235, -0.116098)"
51.521758,-0.084612,Westminster,Public order,Medium,2024-09-20 13:09:00,2024-09-21 15:09:00,"(51.489931, -0.104538)"
51.52256,-0.071662,Camden,Burglary,Medium,2024-08-03 19:56:00,2024-08-04 13:56:00,"(51.494976, -0.103255)"
51.514653,-0.11936,City of London,Theft,Low,2024-09-25 06:53:00,2024-09-25 08:53:00,"(51.517472, -0.116802)"
51.514492,-0.080678,Tower Hamlets,Bicycle theft,Low,2024-05-07 22:22:00,2024-05-08 08:22:00,"(51.512874, -0.076825)"
51.489376,-0.092215,Westminster,Drugs,Medium,2024-05-21 14:02:00,2024-05-22 00:02:00,"(51.493135, -0.072437)"
51.527736,-0.089771,Westminster,Violence and sexual offences,High,2024-11-15 02:02:00,2024-11-16 20:02:00,"(51.480255, -0.085869)"
51.493719,-0.086983,Camden,Burglary,Medium,2024-08-15 01:31:00,2024-08-17 01:31:00,"(51.511944, -0.098327)"
51.506608,-0.108904,Islington,Violence and sexual offences,High,2024-09-05 23:45:00,2024-09-06 18:45:00,"(51.52133, -0.105822)"
51.48154,-0.112809,Camden,Shoplifting,Low,2024-02-02 01:19:00,2024-02-02 09:19:00,"(51.520113, -0.092816)"
51.48488,-0.09311,Hackney,Burglary,Medium,2024-03-11 05:53:00,2024-03-11 14:53:00,"(51.515269, -0.085498)"
51.521844,-0.09677,City of London,Public order,Medium,2024-06-01 01:27:00,2024-06-02 07:27:00,"(51.482214, -0.099994)"
51.510385,-0.079444,City of London,Theft,Low,2024-02-17 13:19:00,2024-02-17 19:19:00,"(51.494624, -0.111283)"
51.498871,-0.115672,Camden,Shoplifting,Low,2024-07-15 22:12:00,2024-07-17 11:12:00,"(51.506202, -0.071181)"
51.511047,-0.091725,Tower Hamlets,Theft,Low,2024-07-20 01:36:00,2024-07-21 22:36:00,"(51.526166, -0.079929)"
51.52899,-0.095226,Southwark,Public order,Medium,2024-05-09 12:53:00,2024-05-10 17:53:00,"(51.527659, -0.073067)"
51.499543,-0.080582,City of London,Theft,Low,2024-10-11 20:59:00,2024-10-12 12:59:00,"(51.494157, -0.091711)"
51.507007,-0.107695,Islington,Violence and sexual offences,High,2024-12-19 13:06:00,2024-12-21 05:06:00,"(51.526752, -0.100446)"
51.521211,-0.111643,City of London,Bicycle theft,Low,2024-04-24 20:30:00,2024-04-25 10:30:00,"(51.524888, -0.115787)"
51.489618,-0.095882,Camden,Public order,Medium,2024-07-02 23:38:00,2024-07-04 13:38:00,"(51.506045, -0.100818)"
51.505766,-0.077314,Camden,Burglary,Medium,2024-02-25 20:25:00,2024-02-27 04:25:00,"(51.522712, -0.11503)"
51.507425,-0.117343,Camden,Drugs,Medium,2024-04-07 03:30:00,2024-04-08 18:30:00,"(51.523165, -0.086934)"
51.505366,-0.080208,Camden,Violence and sexual offences,High,2024-02-04 02:42:00,2024-02-06 01:42:00,"(51.512429, -0.118712)"
51.507121,-0.108276,City of London,Public order,Medium,2024-09-24 04:14:00,2024-09-24 08:14:00,"(51.48944, -0.097741)"
51.496135,-0.11435,Westminster,Burglary,Medium,2024-07-23 04:27:00,2024-07-23 23:27:00,"(51.492123, -0.107295)"
51.50768,-0.077818,Southwark,Burglary,Medium,2024-03-21 11:47:00,2024-03-23 01:47:00,"(51.504566, -0.106025)"
51.518865,-0.103692,City of London,Drugs,Medium,2024-09-02 05:24:00,2024-09-03 10:24:00,"(51.510032, -0.079244)"
51.519194,-0.079602,Hackney,Theft,Low,2024-07-11 08:05:00,2024-07-12 01:05:00,"(51.497322, -0.093835)"
51.490799,-0.10807,Camden,Violence and sexual offences,High,2024-07-26 10:03:00,2024-07-28 02:03:00,"(51.494697, -0.093518)"
51.522977,-0.106958,Hackney,Drugs,Medium,2024-06-09 01:23:00,2024-06-10 09:23:00,"(51.511501, -0.077375)"
51.529238,-0.111701,Westminster,Burglary,Medium,2024-09-12 13:05:00,2024-09-14 10:05:00,"(51.508565, -0.106226)"
51.52533,-0.106105,Hackney,Bicycle theft,Low,2024-08-23 22:53:00,2024-08-24 04:53:00,"(51.526477, -0.099232)"
51.505495,-0.115059,City of London,Drugs,Medium,2024-07-22 15:57:00,2024-07-24 11:57:00,"(51.503143, -0.078151)"
51.486567,-0.079547,Tower Hamlets,Violence and sexual offences,High,2024-11-23 05:23:00,2024-11-24 17:23:00,"(51.500715, -0.09965)"
51.524953,-0.09883,Southwark,Burglary,Medium,2024-10-04 11:09:00,2024-10-05 09:09:00,"(51.525479, -0.105583)"
51.490264,-0.093346,Southwark,Robbery,High,2024-01-16 15:13:00,2024-01-18 15:13:00,"(51.51474, -0.074464)"
51.515853,-0.109355,Islington,Drugs,Medium,2024-01-18 11:30:00,2024-01-20 06:30:00,"(51.514852, -0.079649)"
51.522447,-0.091824,Hackney,Theft,Low,2024-07-24 06:56:00,2024-07-24 10:56:00,"(51.508864, -0.116937)"
51.528843,-0.094109,Westminster,Theft,Low,2024-09-10 04:02:00,2024-09-12 02:02:00,"(51.496343, -0.075694)"
51.522861,-0.088908,Islington,Drugs,Medium,2024-02-01 19:20:00,2024-02-02 05:20:00,"(51.496235, -0.098078)"
51.491527,-0.104546,Camden,Burglary,Medium,2024-06-13 18:26:00,2024-06-14 05:26:00,"(51.509057, -0.111202)"
51.528314,-0.095063,City of London,Violence and sexual offences,High,2024-12-13 16:11:00,2024-12-13 22:11:00,"(51.510855, -0.085279)"
51.520851,-0.094975,Islington,Bicycle theft,Low,2024-05-02 01:42:00,2024-05-02 23:42:00,"(51.515778, -0.098257)"
51.480417,-0.111917,Hackney,Robbery,High,2024-08-22 16:03:00,2024-08-23 18:03:00,"(51.518491, -0.113873)"
51.488651,-0.090726,Southwark,Shoplifting,Low,2024-11-08 02:28:00,2024-11-09 07:28:00,"(51.496838, -0.108953)"
51.49205,-0.072994,Camden,Violence and sexual offences,High,2024-09-13 02:58:00,2024-09-14 22:58:00,"(51.504447, -0.111249)"
51.502791,-0.079076,Westminster,Violence and sexual offences,High,2024-07-27 07:04:00,2024-07-28 18:04:00,"(51.510581, -0.089489)"
51.499267,-0.075958,Westminster,Bicycle theft,Low,2024-07-20 20:46:00,2024-07-21 01:46:00,"(51.506695, -0.114287)"
51.510804,-0.09806,Islington,Violence and sexual offences,High,2024-09-05 12:38:00,2024-09-06 22:38:00,"(51.526914, -0.113296)"
51.518529,-0.108365,Westminster,Public order,Medium,2024-07-18 04:43:00,2024-07-19 07:43:00,"(51.520423, -0.091639)"
51.517586,-0.072058,Southwark,Violence and sexual offences,High,2024-11-04 13:36:00,2024-11-06 12:36:00,"(51.497837, -0.091902)"
51.504376,-0.073162,Hackney,Bicycle theft,Low,2024-12-16 22:41:00,2024-12-17 09:41:00,"(51.516914, -0.09585)"
51.514694,-0.117982,City of London,Drugs,Medium,2024-11-10 17:04:00,2024-11-11 13:04:00,"(51.509916, -0.082251)"
51.529439,-0.11965,Tower Hamlets,Drugs,Medium,2024-11-10 05:35:00,2024-11-10 16:35:00,"(51.510828, -0.104975)"
51.514535,-0.109896,Southwark,Shoplifting,Low,2024-05-01 15:49:00,2024-05-01 22:49:00,"(51.496861, -0.083185)"
51.493414,-0.099703,Tower Hamlets,Bicycle theft,Low,2024-05-04 05:36:00,2024-05-04 07:36:00,"(51.503795, -0.110027)"
51.497287,-0.081024,City of London,Drugs,Medium,2024-01-20 18:56:00,2024-01-21 17:56:00,"(51.498809, -0.073866)"
51.503309,-0.089459,Camden,Theft,Low,2024-08-23 02:13:00,2024-08-24 01:13:00,"(51.491809, -0.075508)"
51.480333,-0.079988,Hackney,Bicycle theft,Low,2024-03-02 05:00:00,2024-03-03 20:00:00,"(51.511625, -0.111649)"
51.527292,-0.093494,City of London,Bicycle theft,Low,2024-05-22 22:41:00,2024-05-24 07:41:00,"(51.526755, -0.095528)"
51.498054,-0.118574,Camden,Drugs,Medium,2024-08-24 09:26:00,2024-08-25 13:26:00,"(51.491529, -0.070796)"
51.521342,-0.100136,Westminster,Public order,Medium,2024-06-06 19:55:00,2024-06-07 07:55:00,"(51.520797, -0.114107)"
51.515314,-0.074882,Westminster,Robbery,High,2024-10-16 06:29:00,2024-10-16 13:29:00,"(51.482171, -0.109409)"
51.520403,-0.111058,Hackney,Bicycle theft,Low,2024-02-04 05:40:00,2024-02-04 21:40:00,"(51.508021, -0.115713)"
51.514065,-0.097315,Islington,Robbery,High,2024-11-25 23:56:00,2024-11-26 22:56:00,"(51.488512, -0.082339)"
51.505662,-0.090166,Islington,Theft,Low,2024-10-09 03:19:00,2024-10-10 08:19:00,"(51.515939, -0.116068)"
51.504896,-0.076204,Westminster,Drugs,Medium,2024-04-01 17:15:00,2024-04-02 21:15:00,"(51.495833, -0.114214)"
51.499844,-0.086669,Islington,Drugs,Medium,2024-05-01 07:32:00,2024-05-02 18:32:00,"(51.52874, -0.071103)"
51.52261,-0.084783,Camden,Theft,Low,2024-03-12 00:02:00,2024-03-13 11:02:00,"(51.508919, -0.116162)"
51.483245,-0.090538,Hackney,Shoplifting,Low,2024-04-27 04:41:00,2024-04-27 22:41:00,"(51.508038, -0.087055)"
51.509476,-0.118581,Tower Hamlets,Bicycle theft,Low,2024-02-06 23:25:00,2024-02-07 08:25:00,"(51.495347, -0.097874)"
51.523,-0.116777,Islington,Public order,Medium,2024-09-23 10:54:00,2024-09-25 00:54:00,"(51.528334, -0.080109)"
51.510844,-0.070592,Westminster,Violence and sexual offences,High,2024-10-28 07:12:00,2024-10-29 14:12:00,"(51.501347, -0.119239)"
51.480915,-0.073352,Tower Hamlets,Burglary,Medium,2024-07-01 13:51:00,2024-07-03 06:51:00,"(51.491219, -0.080134)"
51.528035,-0.095471,Tower Hamlets,Shoplifting,Low,2024-03-13 06:58:00,2024-03-13 22:58:00,"(51.52807, -0.086951)"
51.497291,-0.094217,Southwark,Public order,Medium,2024-05-03 08:15:00,2024-05-03 20:15:00,"(51.524426, -0.093649)"
51.5166,-0.113898,Hackney,Public order,Medium,2024-07-11 23:05:00,2024-07-13 16:05:00,"(51.510216, -0.08154)"
51.508576,-0.074552,Camden,Robbery,High,2024-11-24 09:19:00,2024-11-24 18:19:00,"(51.490518, -0.104642)"
51.498765,-0.100721,Southwark,Bicycle theft,Low,2024-09-10 12:22:00,2024-09-12 06:22:00,"(51.527778, -0.090563)"
51.520435,-0.113605,City of London,Robbery,High,2024-04-08 02:32:00,2024-04-08 12:32:00,"(51.489259, -0.110846)"
51.493633,-0.10416,City of London,Theft,Low,2024-09-27 18:58:00,2024-09-28 03:58:00,"(51.518623, -0.112343)"
51.513749,-0.118288,Southwark,Theft,Low,2024-05-28 20:29:00,2024-05-30 08:29:00,"(51.503741, -0.118198)"
51.500943,-0.081135,Camden,Burglary,Medium,2024-11-15 06:53:00,2024-11-15 11:53:00,"(51.49205, -0.076562)"
51.490795,-0.084755,Camden,Robbery,High,2024-07-03 08:02:00,2024-07-04 02:02:00,"(51.515922, -0.116608)"
51.520803,-0.097169,Camden,Public order,Medium,2024-02-20 16:44:00,2024-02-21 12:44:00,"(51.484498, -0.080356)"
51.496674,-0.097934,Hackney,Burglary,Medium,2024-09-18 05:17:00,2024-09-18 13:17:00,"(51.516855, -0.093995)"
51.48803,-0.081801,Westminster,Drugs,Medium,2024-05-21 12:15:00,2024-05-22 04:15:00,"(51.480951, -0.075746)"
51.496638,-0.077761,Camden,Drugs,Medium,2024-10-18 08:27:00,2024-10-18 22:27:00,"(51.518907, -0.099132)"
51.505069,-0.117462,Westminster,Violence and sexual offences,High,2024-05-11 10:05:00,2024-05-11 17:05:00,"(51.517727, -0.098746)"
51.500013,-0.087309,Southwark,Public order,Medium,2024-06-01 00:55:00,2024-06-02 18:55:00,"(51.521153, -0.105619)"
51.525963,-0.0791,Hackney,Public order,Medium,2024-01-03 22:24:00,2024-01-05 02:24:00,"(51.497726, -0.105856)"
51.518713,-0.099154,Camden,Burglary,Medium,2024-06-11 19:43:00,2024-06-12 17:43:00,"(51.481802, -0.082547)"
51.520847,-0.095112,City of London,Shoplifting,Low,2024-04-01 09:28:00,2024-04-02 14:28:00,"(51.525875, -0.088437)"
51.485827,-0.113186,Islington,Bicycle theft,Low,2024-05-05 05:23:00,2024-05-05 08:23:00,"(51.518183, -0.091306)"
51.524892,-0.116089,City of London,Burglary,Medium,2024-08-17 02:24:00,2024-08-18 04:24:00,"(51.492301, -0.118423)"
51.516895,-0.110163,Hackney,Robbery,High,2024-04-03 04:45:00,2024-04-04 02:45:00,"(51.502528, -0.091593)"
51.506247,-0.096856,Camden,Burglary,Medium,2024-07-09 06:39:00,2024-07-10 11:39:00,"(51.529815, -0.117102)"
51.487652,-0.109003,Tower Hamlets,Shoplifting,Low,2024-04-10 17:41:00,2024-04-11 16:41:00,"(51.501465, -0.119802)"
51.511463,-0.110424,Camden,Drugs,Medium,2024-10-11 02:42:00,2024-10-12 08:42:00,"(51.529928, -0.103938)"
51.499915,-0.093098,Islington,Violence and sexual offences,High,2024-11-20 11:36:00,2024-11-21 09:36:00,"(51.492532, -0.098801)"
51.506988,-0.094236,Hackney,Violence and sexual offences,High,2024-08-26 11:37:00,2024-08-26 23:37:00,"(51.515322, -0.092063)"
51.499684,-0.105919,City of London,Public order,Medium,2024-10-08 01:53:00,2024-10-08 15:53:00,"(51.519679, -0.074737)"
51.511867,-0.072422,Islington,Public order,Medium,2024-06-01 13:40:00,2024-06-02 14:40:00,"(51.490632, -0.077995)"
51.512536,-0.100956,Hackney,Violence and sexual offences,High,2024-10-27 02:33:00,2024-10-27 09:33:00,"(51.519496, -0.094879)"
51.519412,-0.083116,Islington,Bicycle theft,Low,2024-10-10 17:56:00,2024-10-11 16:56:00,"(51.50792, -0.11291)"
51.493211,-0.118182,Tower Hamlets,Violence and sexual offences,High,2024-12-04 17:26:00,2024-12-06 08:26:00,"(51.502667, -0.098538)"
51.486289,-0.1099,Westminster,Theft,Low,2024-05-20 07:30:00,2024-05-22 01:30:00,"(51.504499, -0.083836)"
51.512196,-0.108878,Camden,Drugs,Medium,2024-08-16 05:40:00,2024-08-17 17:40:00,"(51.524156, -0.104544)"
51.482154,-0.114954,Southwark,Violence and sexual offences,High,2024-06-04 10:29:00,2024-06-04 20:29:00,"(51.493942, -0.090296)"
51.52668,-0.107239,Islington,Drugs,Medium,2024-11-20 08:39:00,2024-11-20 10:39:00,"(51.494599, -0.078472)"
51.496266,-0.086707,Camden,Drugs,Medium,2024-11-13 16:23:00,2024-11-14 14:23:00,"(51.50578, -0.102564)"
51.502072,-0.10059,Westminster,Violence and sexual offences,High,2024-04-26 01:48:00,2024-04-26 03:48:00,"(51.512348, -0.083457)"
51.518625,-0.085685,Hackney,Burglary,Medium,2024-01-24 17:06:00,2024-01-25 15:06:00,"(51.510754, -0.082112)"
51.497823,-0.113135,Tower Hamlets,Bicycle theft,Low,2024-02-25 23:26:00,2024-02-26 23:26:00,"(51.504671, -0.099767)"
51.513615,-0.092776,Islington,Robbery,High,2024-10-28 04:09:00,2024-10-29 07:09:00,"(51.482653, -0.08074)"
51.497359,-0.094149,Westminster,Violence and sexual offences,High,2024-01-03 02:24:00,2024-01-03 23:24:00,"(51.500172, -0.070926)"
51.498663,-0.074145,City of London,Robbery,High,2024-04-28 18:31:00,2024-04-30 01:31:00,"(51.520496, -0.100316)"
51.49797,-0.113695,Hackney,Burglary,Medium,2024-10-10 05:53:00,2024-10-12 02:53:00,"(51.505262, -0.106692)"
51.503697,-0.076614,City of London,Theft,Low,2024-09-01 19:52:00,2024-09-02 21:52:00,"(51.497303, -0.094294)"
51.49805,-0.101407,Southwark,Drugs,Medium,2024-08-07 14:11:00,2024-08-09 11:11:00,"(51.505636, -0.088836)"
51.512742,-0.112499,Hackney,Theft,Low,2024-06-09 10:58:00,2024-06-10 19:58:00,"(51.519768, -0.085883)"
51.487926,-0.086412,Tower Hamlets,Drugs,Medium,2024-03-01 10:59:00,2024-03-02 10:59:00,"(51.499945, -0.07085)"
51.513034,-0.092411,Islington,Bicycle theft,Low,2024-01-01 15:54:00,2024-01-01 17:54:00,"(51.485451, -0.09512)"
51.511693,-0.096469,Hackney,Drugs,Medium,2024-03-02 16:23:00,2024-03-03 14:23:00,"(51.529666, -0.072413)"
51.507199,-0.103911,Southwark,Bicycle theft,Low,2024-05-11 11:16:00,2024-05-12 17:16:00,"(51.519816, -0.081422)"
51.482756,-0.116722,City of London,Shoplifting,Low,2024-12-03 18:02:00,2024-12-04 00:02:00,"(51.516686, -0.095974)"
51.495985,-0.086911,Camden,Bicycle theft,Low,2024-03-07 09:16:00,2024-03-08 08:16:00,"(51.529089, -0.08569)"
51.518994,-0.07691,Hackney,Drugs,Medium,2024-12-11 23:03:00,2024-12-13 05:03:00,"(51.50744, -0.091635)"
51.499434,-0.078294,Southwark,Robbery,High,2024-02-27 08:21:00,2024-02-29 03:21:00,"(51.489531, -0.09553)"
51.489995,-0.110028,Tower Hamlets,Bicycle theft,Low,2024-02-08 18:49:00,2024-02-10 02:49:00,"(51.505176, -0.080473)"
51.492985,-0.108819,City of London,Public order,Medium,2024-02-06 12:57:00,2024-02-06 23:57:00,"(51.504213, -0.087606)"
51.505827,-0.083565,Westminster,Shoplifting,Low,2024-12-06 17:23:00,2024-12-08 10:23:00,"(51.517245, -0.095521)"
51.500739,-0.112432,Southwark,Violence and sexual offences,High,2024-06-21 21:34:00,2024-06-21 22:34:00,"(51.489005, -0.082104)"
51.488171,-0.11133,Islington,Burglary,Medium,2024-04-13 08:52:00,2024-04-14 03:52:00,"(51.518998, -0.110076)"
51.526409,-0.100502,Hackney,Violence and sexual offences,High,2024-08-27 06:42:00,2024-08-28 22:42:00,"(51.526167, -0.112397)"
51.511453,-0.105203,Islington,Theft,Low,2024-04-27 06:01:00,2024-04-27 19:01:00,"(51.518075, -0.089793)"
51.523585,-0.083804,Camden,Shoplifting,Low,2024-11-17 22:09:00,2024-11-18 23:09:00,"(51.486625, -0.072782)"
51.515485,-0.111636,Camden,Public order,Medium,2024-09-02 04:55:00,2024-09-04 02:55:00,"(51.504051, -0.11353)"
51.49413,-0.117173,Islington,Burglary,Medium,2024-12-11 10:44:00,2024-12-11 13:44:00,"(51.524997, -0.099941)"
51.508968,-0.071279,Islington,Theft,Low,2024-07-10 14:48:00,2024-07-12 08:48:00,"(51.524647, -0.11881)"
51.49379,-0.080051,Tower Hamlets,Burglary,Medium,2024-07-12 14:49:00,2024-07-12 21:49:00,"(51.496117, -0.117929)"
51.492171,-0.084802,Westminster,Burglary,Medium,2024-07-07 00:18:00,2024-07-08 00:18:00,"(51.525712, -0.07984)"
51.529506,-0.112272,Westminster,Shoplifting,Low,2024-01-25 01:59:00,2024-01-26 01:59:00,"(51.487128, -0.105241)"
51.518511,-0.107386,Westminster,Theft,Low,2024-07-24 01:06:00,2024-07-24 08:06:00,"(51.527123, -0.07438)"
51.515804,-0.10962,Hackney,Bicycle theft,Low,2024-04-16 20:50:00,2024-04-17 19:50:00,"(51.502109, -0.115227)"
51.482973,-0.077761,Camden,Robbery,High,2024-02-20 16:06:00,2024-02-20 23:06:00,"(51.515171, -0.088552)"
51.50398,-0.112565,Westminster,Violence and sexual offences,High,2024-04-10 05:09:00,2024-04-12 01:09:00,"(51.50234, -0.081298)"
51.489974,-0.099592,Islington,Robbery,High,2024-03-05 21:07:00,2024-03-07 02:07:00,"(51.526167, -0.072569)"
51.486336,-0.114388,Hackney,Theft,Low,2024-01-01 01:13:00,2024-01-02 21:13:00,"(51.520627, -0.08042)"
51.506092,-0.079086,Southwark,Shoplifting,Low,2024-12-03 17:19:00,2024-12-04 21:19:00,"(51.484911, -0.085765)"
51.488704,-0.109235,Camden,Bicycle theft,Low,2024-01-19 06:42:00,2024-01-21 05:42:00,"(51.523037, -0.115635)"
51.5289,-0.077798,Islington,Shoplifting,Low,2024-01-05 09:11:00,2024-01-06 04:11:00,"(51.505937, -0.102708)"
51.497894,-0.088433,Islington,Theft,Low,2024-06-11 05:01:00,2024-06-11 11:01:00,"(51.520919, -0.07388)"
51.517879,-0.095405,Islington,Theft,Low,2024-05-17 02:33:00,2024-05-18 11:33:00,"(51.512138, -0.112639)"
51.484048,-0.104824,Camden,Burglary,Medium,2024-11-10 03:55:00,2024-11-11 16:55:00,"(51.521542, -0.095385)"
51.517032,-0.079155,Tower Hamlets,Drugs,Medium,2024-03-06 22:59:00,2024-03-07 16:59:00,"(51.480037, -0.096624)"
51.528924,-0.103775,Tower Hamlets,Drugs,Medium,2024-08-08 06:11:00,2024-08-09 23:11:00,"(51.509511, -0.109147)"
51.508165,-0.087497,Islington,Burglary,Medium,2024-07-21 13:23:00,2024-07-23 00:23:00,"(51.508346, -0.112218)"
51.517954,-0.109406,Tower Hamlets,Bicycle theft,Low,2024-04-02 05:03:00,2024-04-03 02:03:00,"(51.50256, -0.103481)"
51.522686,-0.077807,Southwark,Public order,Medium,2024-12-12 09:34:00,2024-12-13 19:34:00,"(51.523899, -0.071666)"
51.516988,-0.11351,City of London,Burglary,Medium,2024-01-16 05:00:00,2024-01-16 21:00:00,"(51.483375, -0.106158)"
51.488168,-0.100651,Hackney,Public order,Medium,2024-03-14 22:46:00,2024-03-16 07:46:00,"(51.496597, -0.114423)"
51.498896,-0.072972,Hackney,Public order,Medium,2024-10-11 00:38:00,2024-10-11 10:38:00,"(51.500548, -0.089211)"
51.514515,-0.114496,Southwark,Drugs,Medium,2024-06-04 01:40:00,2024-06-04 18:40:00,"(51.510236, -0.101847)"
51.488508,-0.108235,Islington,Public order,Medium,2024-08-04 18:27:00,2024-08-06 13:27:00,"(51.518563, -0.105996)"
51.513408,-0.111239,Hackney,Theft,Low,2024-12-08 21:12:00,2024-12-10 15:12:00,"(51.516682, -0.10433)"
